Lead Id,First Name,Last Name,Lead Type,Primary Email,Other Email,Primary Phone,Primary Phone Country Code, Other Phone,Other Phone Country Code,Family Member1-First Name,Family Member1-Last Name,Family Member1-Email,Family Member1-Other Email,Family Member1-Phone,Family Member1-Phone Country Code,Family Member1-Other Phone,Family Member1-Other Phone Country Code,Family Member1-Birthday,Family Member2-First Name,Family Member2-Last Name,Family Member2-Email,Family Member2-Other Email,Family Member2-Phone,Family Member2-Phone Country Code,Family Member2-Other Phone,Family Member2-Other Phone Country Code,Family Member2-Birthday,Family Member3-First Name,Family Member3-Last Name,Family Member3-Email,Family Member3-Other Email,Family Member3-Phone,Family Member3-Phone Country Code,Family Member3-Other Phone,Family Member3-Other Phone Country Code,Family Member3-Birthday,Family Member4-First Name,Family Member4-Last Name,Family Member4-Email,Family Member4-Other Email,Family Member4-Phone,Family Member4-Phone Country Code,Family Member4-Other Phone,Family Member4-Other Phone Country Code,Family Member4-Birthday,Pipeline,Segment,Tag,Source,Owner,Assigned Agent,Assigned Agent Email,Assigned Assistant,Assigned Assistant Email,Assigned Lender,Reg Date,Reg Time,Birthday(Detail),Language,Min Price(Preference),Max Price(Preference),City(Preference),County(Preference),Postal Code(Preference),Street Address(Mailing  Address),City(Mailing Address),Province(Mailing Address),Postal Code(Mailing Address),Street Address (Buying Property1),City (Buying Property1),Province (Buying Property1),Postal Code (Buying Property1),Street Address (Buying Property2),City (Buying Property2),Province (Buying Property2),Postal Code (Buying Property2),Street Address (Buying Property3),City (Buying Property3),Province (Buying Property3),Postal Code (Buying Property3),Street Address (Selling Property1),City (Selling Property1),Province (Selling Property1),Postal Code (Selling Property1),Street Address (Selling Property2),City (Selling Property2),Province (Selling Property2),Postal Code (Selling Property2),Note 1,Note 2,Note 3,Note 4,Note 5,Note 6,Note 7,Note 8,Note 9,Note 10
`1146711419165543`,"Samuel ","Scott ","Buyer ","samuel.scott@gmail.com ", ,"6174389890 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"New Leads ", ,"  ","YouTube ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,May 14 2024,"May 14, 2024 00:00:00 AM ","Mar 14, 1991 ", ,"$319,000","$401,000","Mesa,NY","","30028","3488 Cedar St ","Mesa ","New York ","30028 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Buyer (Apr 18,2026 at 03:26:32 PM) ",,,,,,,,,,
`1146711420861069`,"Daniel ","Thomas ","Seller ","daniel.thomas@gmail.com ", ,"3354572127 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Nurture ", ,"  ","Instagram ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,February 03 2026,"Feb 3, 2026 01:00:00 AM ","Jun 9, 1987 ", ,,,,,,"2684 Elm St ","Tucson ","California ","19602 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Seller (Apr 18,2026 at 03:26:33 PM) ",,,,,,,,,,
`1146711419663422`,"Fatima ","Jackson ","Landlord ","fatima.jackson@gmail.com ", ,"9344514335 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Warm ", ,"  ","Zillow ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,July 27 2020,"Jul 27, 2020 00:00:00 AM ","Jun 14, 1988 ", ,"","",,,,"8104 Second St ","Surprise ","Texas ","45697 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Landlord (Apr 18,2026 at 03:26:32 PM) ",,,,,,,,,,
`1146711420983490`,"Yuki ","Young ","Buyer ","yuki.young@gmail.com ", ,"6603655050 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Closed Lost ", ,"  ","Email Campaign ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,January 29 2023,"Jan 29, 2023 01:00:00 AM ","Jun 23, 1963 ", ,"$556,000","$687,000","Surprise,NY","","81810","8039 First St ","Surprise ","New York ","81810 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Buyer (Apr 18,2026 at 03:26:33 PM) ",,,,,,,,,,
`1146711420054839`,"Carlos ","Garcia ","Other ","carlos.garcia@gmail.com ", ,"5625337735 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"New Leads ", ,"  ","Zillow ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,October 21 2023,"Oct 21, 2023 00:00:00 AM ","Feb 25, 1971 ", ,"$196,000","$295,000","Glendale,NY","","34957","1093 Cedar St ","Glendale ","New York ","34957 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Other (Apr 18,2026 at 03:26:33 PM) ",,,,,,,,,,
`1146711419970813`,"David ","Williams ","Seller ","david.williams@gmail.com ", ,"3675737216 ","CA ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Nurture ", ,"  ","Cold Call ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,May 11 2020,"May 11, 2020 00:00:00 AM ","Dec 29, 1977 ", ,,,,,,"1016 First St ","Scottsdale ","Ohio ","93227 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Seller (Apr 18,2026 at 03:26:33 PM) ",,,,,,,,,,
`1146711420315450`,"Sofia ","Kim ","Agent ","sofia.kim@gmail.com ", ,"9626749830 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Closed Lost ", ,"  ","Referral ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,June 17 2022,"Jun 17, 2022 00:00:00 AM ","Nov 9, 1982 ", ,"","",,,,"6643 Park St ","Peoria ","Illinois ","28726 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Agent (Apr 18,2026 at 03:26:33 PM) ",,,,,,,,,,
`1146711419054259`,"Kevin ","Lee ","Agent ","kevin.lee@gmail.com ", ,"2596939883 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Closed ", ,"  ","Podcast ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,May 06 2025,"May 6, 2025 00:00:00 AM ","Apr 1, 1998 ", ,"","",,,,"921 Lincoln St ","Surprise ","Illinois ","30289 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Agent (Apr 18,2026 at 03:26:32 PM) ",,,,,,,,,,
`1146711419378300`,"Aisha ","Patel ","Landlord ","aisha.patel@gmail.com ", ,"9802659837 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Closed Lost ", ,"  ","Zillow ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,March 20 2020,"Mar 20, 2020 00:00:00 AM ","Apr 13, 1976 ", ,"","",,,,"5410 Elm St ","Chandler ","Georgia ","89818 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Landlord (Apr 18,2026 at 03:26:32 PM) ",,,,,,,,,,
`1146711421098333`,"Tyler ","Harris ","Landlord ","tyler.harris@gmail.com ", ,"2778073442 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Nurture ", ,"  ","Walk-In ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,August 29 2021,"Aug 29, 2021 00:00:00 AM ","Sep 19, 1965 ", ,"","",,,,"9643 Washington St ","Glendale ","Georgia ","66057 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Landlord (Apr 18,2026 at 03:26:34 PM) ",,,,,,,,,,
`1146711419565796`,"Jennifer ","Lewis ","Other ","jennifer.lewis@gmail.com ", ,"5946904114 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Closed Won ", ,"  ","Facebook ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com","Baylee Rhoades","baylee.rhoades@lofty.com", ,January 14 2026,"Jan 14, 2026 01:00:00 AM ","May 3, 1976 ", ,"$421,000","$694,000","Tucson,NY","","55309","127 Washington St ","Tucson ","New York ","55309 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Other (Apr 18,2026 at 03:26:32 PM) ",,,,,,,,,,
`1146711418813326`,"Chris ","Walker ","Investor ","chris.walker@gmail.com ", ,"3965307211 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Closed Lost ", ,"  ","Podcast ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,July 21 2024,"Jul 21, 2024 00:00:00 AM ","May 25, 1997 ", ,"","",,,,"9424 Second St ","Peoria ","Colorado ","62743 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Investor (Apr 18,2026 at 03:26:32 PM) ",,,,,,,,,,
`1146711419792478`,"Brandon ","Allen ","Other ","brandon.allen@gmail.com ", ,"3517711090 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Active ", ,"  ","Google ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,March 17 2025,"Mar 17, 2025 00:00:00 AM ","Jan 1, 1985 ", ,"$606,000","$860,000","Tucson,FL","","60328","2981 Washington St ","Tucson ","Florida ","60328 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Other (Apr 18,2026 at 03:26:33 PM) ",,,,,,,,,,
`1146711420597736`,"Emily ","Wilson ","Renter ","emily.wilson@gmail.com ", ,"2728241964 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"New Leads ", ,"  ","Facebook ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,October 06 2025,"Oct 6, 2025 00:00:00 AM ","Jun 28, 1972 ", ,"$702,000","$864,000","Tucson,GA","","40161","5513 Oak St ","Tucson ","Georgia ","40161 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Renter (Apr 18,2026 at 03:26:33 PM) ",,,,,,,,,,
`1146711420203539`,"Robert ","Davis ","Homeowner ","robert.davis@gmail.com ", ,"7622695342 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Active ", ,"  ","Walk-In ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,June 30 2023,"Jun 30, 2023 00:00:00 AM ","Feb 16, 1990 ", ,"","",,,,"8935 First St ","Scottsdale ","Georgia ","26483 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Homeowner (Apr 18,2026 at 03:26:33 PM) ",,,,,,,,,,
`1146711421620529`,"Andre ","Nelson ","Investor ","andre.nelson@gmail.com ", ,"5884354467 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Nurture ", ,"  ","Instagram ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,September 22 2024,"Sep 22, 2024 00:00:00 AM ","Jun 14, 1997 ", ,"","",,,,"6311 Second St ","Peoria ","Texas ","70515 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Investor (Apr 18,2026 at 03:26:34 PM) ",,,,,,,,,,
`1146711418671488`,"James ","Johnson ","Buyer ","james.johnson@gmail.com ", ,"5483843547 ","CA ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"New Leads ", ,"  ","Cold Call ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,January 31 2021,"Jan 31, 2021 01:00:00 AM ","Jan 6, 1998 ", ,"$263,000","$670,000","Tucson,NV","","10851","1619 Cedar St ","Tucson ","Nevada ","10851 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Buyer (Apr 18,2026 at 03:26:32 PM) ",,,,,,,,,,
`1146711421395113`,"Natasha ","Robinson ","Homeowner ","natasha.robinson@gmail.com ", ,"4429853662 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"New Leads ", ,"  ","Facebook ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,August 13 2024,"Aug 13, 2024 00:00:00 AM ","Dec 20, 1971 ", ,"","",,,,"3038 Park St ","Gilbert ","Georgia ","63264 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Homeowner (Apr 18,2026 at 03:26:34 PM) ",,,,,,,,,,
`1146711420459961`,"Maria ","Martinez ","Investor ","maria.martinez@gmail.com ", ,"7912962139 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Nurture ", ,"  ","Walk-In ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,February 17 2021,"Feb 17, 2021 01:00:00 AM ","Jun 20, 1972 ", ,"","",,,,"1407 First St ","Surprise ","Nevada ","92397 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Investor (Apr 18,2026 at 03:26:33 PM) ",,,,,,,,,,
`1146711418882705`,"Mei ","Hall ","Buyer ","mei.hall@gmail.com ", ,"8741865649 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"New Leads ", ,"  ","Facebook ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,July 09 2022,"Jul 9, 2022 00:00:00 AM ","Aug 11, 1966 ", ,"$584,000","$1,040,000","Glendale,FL","","77000","3948 Second St ","Glendale ","Florida ","77000 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Buyer (Apr 18,2026 at 03:26:32 PM) ",,,,,,,,,,
`1146711421486944`,"Omar ","Clark ","Renter ","omar.clark@gmail.com ", ,"8752977528 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"New Leads ", ,"  ","Walk-In ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,September 17 2025,"Sep 17, 2025 00:00:00 AM ","Jun 25, 1990 ", ,"$333,000","$497,000","Glendale,CO","","50001","4673 Park St ","Glendale ","Colorado ","50001 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Renter (Apr 18,2026 at 03:26:34 PM) ",,,,,,,,,,
`1146711421816807`,"Linda ","Taylor ","Homeowner ","linda.taylor@gmail.com ", ,"2958714872 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Closed Won ", ,"  ","Google ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,June 30 2024,"Jun 30, 2024 00:00:00 AM ","May 21, 1967 ", ,"","",,,,"7986 First St ","Scottsdale ","Illinois ","82132 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Homeowner (Apr 18,2026 at 03:26:34 PM) ",,,,,,,,,,
`1146711419398277`,"Priya ","Anderson ","Seller ","priya.anderson@gmail.com ", ,"8341837868 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Nurture ", ,"  ","Instagram ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,September 04 2022,"Sep 4, 2022 00:00:00 AM ","Oct 2, 1977 ", ,,,,,,"3446 Park St ","Mesa ","New York ","25713 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Seller (Apr 18,2026 at 03:26:32 PM) ",,,,,,,,,,
`1146711930086357`,"234243 ", ,"Other ", , ,"6345453322 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"New Leads ", ,"  ","Other ","Company ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,April 18 2026,"Apr 18, 2026 17:52:34 PM ", , ,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
`1146711421259640`,"Rachel ","Adams ","Agent ","rachel.adams@gmail.com ", ,"4243798140 ","US ", , ,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,,,,"",,,,,,"Closed Won ", ,"  ","Email Campaign ","Baylee Rhoades(baylee.rhoades@lofty.com) ","Baylee Rhoades","baylee.rhoades@lofty.com",,, ,November 07 2021,"Nov 7, 2021 00:00:00 AM ","Sep 22, 1965 ", ,"","",,,,"5607 Cedar St ","Peoria ","Georgia ","81582 ",,,,,,,,,,,,,,,,,,,,,"﻿Lead Type: Agent (Apr 18,2026 at 03:26:34 PM) ",,,,,,,,,,
